"","marker","patient_id","group","Expression","signif","marker_title"
"409","DNA2","RPs103B","MP",2.45258645721657,"***","DNA2 ***"
"410","DNA2","RPs103B","RP",3.67640966332904,"***","DNA2 ***"
"411","DNA2","RPS111B","MP",2.92630142944701,"***","DNA2 ***"
"412","DNA2","RPS111B","RP",4.18807363955176,"***","DNA2 ***"
"413","DNA2","RPS136B","MP",3.25212547796452,"***","DNA2 ***"
"414","DNA2","RPS136B","RP",4.5295491323316,"***","DNA2 ***"
"415","DNA2","RPs150B","MP",2.93319048093828,"***","DNA2 ***"
"416","DNA2","RPs150B","RP",4.18385839530199,"***","DNA2 ***"
"417","DNA2","RPs154B","MP",3.03007129056411,"***","DNA2 ***"
"418","DNA2","RPs154B","RP",4.22981020726621,"***","DNA2 ***"
"419","GPVI","RPs137B","MP",3.05963617356916,"***","GPVI ***"
"420","GPVI","RPs137B","RP",3.7281739526617,"***","GPVI ***"
"421","GPVI","RPs138B","MP",3.06373303285845,"***","GPVI ***"
"422","GPVI","RPs138B","RP",3.90732503412803,"***","GPVI ***"
"423","GPVI","RPs139B","MP",3.18653295489442,"***","GPVI ***"
"424","GPVI","RPs139B","RP",3.97192646556525,"***","GPVI ***"
"425","GPVI","RPs144B","MP",3.18881787842483,"***","GPVI ***"
"426","GPVI","RPs144B","RP",3.9619556410595,"***","GPVI ***"
"427","GPVI","RPs097B","MP",3.16031593580107,"***","GPVI ***"
"428","GPVI","RPs097B","RP",3.85981995720572,"***","GPVI ***"
"429","GPVI","RPs098B","MP",3.20248233718459,"***","GPVI ***"
"430","GPVI","RPs098B","RP",3.98517925985268,"***","GPVI ***"
"431","GPVI","RPs103B","MP",3.32735822495104,"***","GPVI ***"
"432","GPVI","RPs103B","RP",4.02484172171307,"***","GPVI ***"
"433","GPVI","RPS111B","MP",3.57488575287249,"***","GPVI ***"
"434","GPVI","RPS111B","RP",4.38830670725389,"***","GPVI ***"
"435","GPVI","RPS136B","MP",3.07129218297509,"***","GPVI ***"
"436","GPVI","RPS136B","RP",3.87075711673042,"***","GPVI ***"
"437","GPVI","RPs150B","MP",3.55414481953429,"***","GPVI ***"
"438","GPVI","RPs150B","RP",4.33751915459044,"***","GPVI ***"
"439","GPVI","RPs154B","MP",3.20330869997106,"***","GPVI ***"
"440","GPVI","RPs154B","RP",3.97657315707876,"***","GPVI ***"
"441","PAC1","RPs137B","MP",3.63171536205359,"***","PAC1 ***"
"442","PAC1","RPs137B","RP",4.27616696353538,"***","PAC1 ***"
"443","PAC1","RPs138B","MP",4.15333979647503,"***","PAC1 ***"
"444","PAC1","RPs138B","RP",4.96790051805792,"***","PAC1 ***"
"445","PAC1","RPs139B","MP",3.67773773396302,"***","PAC1 ***"
"446","PAC1","RPs139B","RP",4.43095743857439,"***","PAC1 ***"
"447","PAC1","RPs144B","MP",4.13666246090443,"***","PAC1 ***"
"448","PAC1","RPs144B","RP",4.90256118094821,"***","PAC1 ***"
"449","PAC1","RPs097B","MP",3.61233771568435,"***","PAC1 ***"
"450","PAC1","RPs097B","RP",4.31391932139957,"***","PAC1 ***"
"451","PAC1","RPs098B","MP",4.74480202909186,"***","PAC1 ***"
"452","PAC1","RPs098B","RP",5.41658639042922,"***","PAC1 ***"
"453","PAC1","RPs103B","MP",4.36251907725354,"***","PAC1 ***"
"454","PAC1","RPs103B","RP",4.97518349794105,"***","PAC1 ***"
"455","PAC1","RPS111B","MP",3.18520958639231,"***","PAC1 ***"
"456","PAC1","RPS111B","RP",3.99529647661799,"***","PAC1 ***"
"457","PAC1","RPS136B","MP",4.20968240900271,"***","PAC1 ***"
"458","PAC1","RPS136B","RP",4.9406771399757,"***","PAC1 ***"
"459","PAC1","RPs150B","MP",3.3464299301462,"***","PAC1 ***"
"460","PAC1","RPs150B","RP",4.10771751220703,"***","PAC1 ***"
"461","PAC1","RPs154B","MP",3.86504340663216,"***","PAC1 ***"
"462","PAC1","RPs154B","RP",4.68937540335703,"***","PAC1 ***"
"463","PAR1","RPs137B","MP",0.850602568834177,"***","PAR1 ***"
"464","PAR1","RPs137B","RP",1.43851871558262,"***","PAR1 ***"
"465","PAR1","RPs138B","MP",1.1574026163125,"***","PAR1 ***"
"466","PAR1","RPs138B","RP",1.94591118650874,"***","PAR1 ***"
"467","PAR1","RPs139B","MP",0.917311509147952,"***","PAR1 ***"
"468","PAR1","RPs139B","RP",1.6400225332424,"***","PAR1 ***"
"469","PAR1","RPs144B","MP",0.912286476690989,"***","PAR1 ***"
"470","PAR1","RPs144B","RP",1.58652947683116,"***","PAR1 ***"
"471","PAR1","RPs097B","MP",1.05873445378675,"***","PAR1 ***"
"472","PAR1","RPs097B","RP",1.77716431178841,"***","PAR1 ***"
"473","PAR1","RPs098B","MP",1.00000453213348,"***","PAR1 ***"
"474","PAR1","RPs098B","RP",1.72073327919137,"***","PAR1 ***"
"475","PAR1","RPs103B","MP",1.01366754384268,"***","PAR1 ***"
"476","PAR1","RPs103B","RP",1.69203918896217,"***","PAR1 ***"
"477","PAR1","RPS111B","MP",1.17276690560028,"***","PAR1 ***"
"478","PAR1","RPS111B","RP",1.97774962426254,"***","PAR1 ***"
"479","PAR1","RPS136B","MP",1.01247478867534,"***","PAR1 ***"
"480","PAR1","RPS136B","RP",1.72227918585414,"***","PAR1 ***"
"481","PAR1","RPs150B","MP",1.15274208233668,"***","PAR1 ***"
"482","PAR1","RPs150B","RP",1.92115183744207,"***","PAR1 ***"
"483","PAR1","RPs154B","MP",1.21322866404447,"***","PAR1 ***"
"484","PAR1","RPs154B","RP",1.96538590327114,"***","PAR1 ***"
"485","PEAR","RPs137B","MP",1.09742661461716,"***","PEAR ***"
"486","PEAR","RPs137B","RP",1.65532295448313,"***","PEAR ***"
"487","PEAR","RPs138B","MP",1.13540184538909,"***","PEAR ***"
"488","PEAR","RPs138B","RP",1.76810240209202,"***","PEAR ***"
"489","PEAR","RPs139B","MP",1.13287297014052,"***","PEAR ***"
"490","PEAR","RPs139B","RP",1.7846525613863,"***","PEAR ***"
"491","PEAR","RPs144B","MP",1.29739535545857,"***","PEAR ***"
"492","PEAR","RPs144B","RP",1.97130349332765,"***","PEAR ***"
"493","PEAR","RPs097B","MP",1.31910533251991,"***","PEAR ***"
"494","PEAR","RPs097B","RP",1.95539703361708,"***","PEAR ***"
"495","PEAR","RPs098B","MP",1.29089668602709,"***","PEAR ***"
"496","PEAR","RPs098B","RP",1.91973629297531,"***","PEAR ***"
"497","PEAR","RPs103B","MP",1.39796367486167,"***","PEAR ***"
"498","PEAR","RPs103B","RP",2.03595323023882,"***","PEAR ***"
"499","PEAR","RPS111B","MP",1.70321148977917,"***","PEAR ***"
"500","PEAR","RPS111B","RP",2.51464953975692,"***","PEAR ***"
"501","PEAR","RPS136B","MP",1.20801044219317,"***","PEAR ***"
"502","PEAR","RPS136B","RP",1.82662606578858,"***","PEAR ***"
"503","PEAR","RPs150B","MP",1.28605440831452,"***","PEAR ***"
"504","PEAR","RPs150B","RP",1.94358051975127,"***","PEAR ***"
"505","PEAR","RPs154B","MP",1.40548420023546,"***","PEAR ***"
"506","PEAR","RPs154B","RP",2.11725029306215,"***","PEAR ***"
